Codigo_Ubicacion;Estanteria;Modulo;Altura;Sububicacion;Activo;ID_tipo_ubica;largo_max_m;ancho_max_r;altura_max_n;peso_max_kg;Estado;Id_Almacen;Contenedores_p
A18.1.2;A;18;2;1;1;1;1200;800;600;1000;VACIO;1;3
A18.1.3;A;18;3;1;1;1;1200;800;600;1000;VACIO;1;3
A18.1.4;A;18;4;1;1;1;1200;800;600;1000;VACIO;1;3
A18.1.5;A;18;5;1;1;1;1200;800;600;1000;VACIO;1;3
A18.1.6;A;18;6;1;1;1;1200;800;600;1000;VACIO;1;3
A18.2.0;A;18;0;2;1;1;1200;800;1000;10000;VACIO;1;5
A18.2.1;A;18;1;2;1;1;1200;800;600;1000;VACIO;1;3
A18.2.2;A;18;2;2;1;1;1200;800;600;1000;VACIO;1;3
A18.2.3;A;18;3;2;1;1;1200;800;600;1000;VACIO;1;3
A18.2.4;A;18;4;2;1;1;1200;800;600;1000;VACIO;1;3
A18.2.5;A;18;5;2;1;1;1200;800;600;1000;VACIO;1;3
A18.2.6;A;18;6;2;1;1;1200;800;600;1000;VACIO;1;3
A18.3.0;A;18;0;3;1;1;1200;800;1000;10000;VACIO;1;5
A18.3.1;A;18;1;3;1;1;1200;800;600;1000;VACIO;1;3
A18.3.2;A;18;2;3;1;1;1200;800;600;1000;VACIO;1;3
A18.3.3;A;18;3;3;1;1;1200;800;600;1000;VACIO;1;3
A18.3.4;A;18;4;3;1;1;1200;800;600;1000;VACIO;1;3
A18.3.5;A;18;5;3;1;1;1200;800;600;1000;VACIO;1;3
A18.3.6;A;18;6;3;1;1;1200;800;600;1000;VACIO;1;3
A19.1.0;A;19;0;1;1;1;1200;800;1000;10000;VACIO;1;5
A19.1.1;A;19;1;1;1;1;1200;800;600;1000;VACIO;1;3
A19.1.2;A;19;2;1;1;1;1200;800;600;1000;VACIO;1;3
A19.1.3;A;19;3;1;1;1;1200;800;600;1000;VACIO;1;3
A19.1.4;A;19;4;1;1;1;1200;800;600;1000;VACIO;1;3
A19.1.5;A;19;5;1;1;1;1200;800;600;1000;VACIO;1;3
A19.1.6;A;19;6;1;1;1;1200;800;600;1000;VACIO;1;3
A19.2.0;A;19;0;2;1;1;1200;800;1000;10000;VACIO;1;5
A19.2.1;A;19;1;2;1;1;1200;800;600;1000;VACIO;1;3
A19.2.2;A;19;2;2;1;1;1200;800;600;1000;VACIO;1;3
A19.2.3;A;19;3;2;1;1;1200;800;600;1000;VACIO;1;3
A19.2.4;A;19;4;2;1;1;1200;800;600;1000;VACIO;1;3
A19.2.5;A;19;5;2;1;1;1200;800;600;1000;VACIO;1;3
A19.2.6;A;19;6;2;1;1;1200;800;600;1000;VACIO;1;3
A19.3.0;A;19;0;3;1;1;1200;800;1000;10000;VACIO;1;5
A19.3.1;A;19;1;3;1;1;1200;800;600;1000;VACIO;1;3
A19.3.2;A;19;2;3;1;1;1200;800;600;1000;VACIO;1;3
A19.3.3;A;19;3;3;1;1;1200;800;600;1000;VACIO;1;3
A19.3.4;A;19;4;3;1;1;1200;800;600;1000;VACIO;1;3
A19.3.5;A;19;5;3;1;1;1200;800;600;1000;VACIO;1;3
A19.3.6;A;19;6;3;1;1;1200;800;600;1000;VACIO;1;3
A20.1.0;A;20;0;1;1;1;1200;800;1000;10000;VACIO;1;5
A20.1.1;A;20;1;1;1;1;1200;800;600;1000;VACIO;1;3
A20.1.2;A;20;2;1;1;1;1200;800;600;1000;VACIO;1;3
A20.1.3;A;20;3;1;1;1;1200;800;600;1000;VACIO;1;3
A20.1.4;A;20;4;1;1;1;1200;800;600;1000;VACIO;1;3
A20.1.5;A;20;5;1;1;1;1200;800;600;1000;VACIO;1;3
A20.1.6;A;20;6;1;1;1;1200;800;600;1000;VACIO;1;3
A20.2.0;A;20;0;2;1;1;1200;800;1000;10000;VACIO;1;5
A20.2.1;A;20;1;2;1;1;1200;800;600;1000;VACIO;1;3
A20.2.2;A;20;2;2;1;1;1200;800;600;1000;VACIO;1;3
A20.2.3;A;20;3;2;1;1;1200;800;600;1000;VACIO;1;3
A20.2.4;A;20;4;2;1;1;1200;800;600;1000;VACIO;1;3
A20.2.5;A;20;5;2;1;1;1200;800;600;1000;VACIO;1;3
A20.2.6;A;20;6;2;1;1;1200;800;600;1000;VACIO;1;3
A20.3.0;A;20;0;3;1;1;1200;800;1000;10000;VACIO;1;5
A20.3.1;A;20;1;3;1;1;1200;800;600;1000;VACIO;1;3
A20.3.2;A;20;2;3;1;1;1200;800;600;1000;VACIO;1;3
A20.3.3;A;20;3;3;1;1;1200;800;600;1000;VACIO;1;3
A20.3.4;A;20;4;3;1;1;1200;800;600;1000;VACIO;1;3
A20.3.5;A;20;5;3;1;1;1200;800;600;1000;VACIO;1;3
A20.3.6;A;20;6;3;1;1;1200;800;600;1000;VACIO;1;3
A21.1.0;A;21;0;1;1;1;1200;800;1000;10000;VACIO;1;5
A21.1.1;A;21;1;1;1;1;1200;800;600;1000;VACIO;1;3
A21.1.2;A;21;2;1;1;1;1200;800;600;1000;VACIO;1;3
A21.1.3;A;21;3;1;1;1;1200;800;600;1000;VACIO;1;3
A21.1.4;A;21;4;1;1;1;1200;800;600;1000;VACIO;1;3
A21.1.5;A;21;5;1;1;1;1200;800;600;1000;VACIO;1;3
A21.1.6;A;21;6;1;1;1;1200;800;600;1000;VACIO;1;3
A21.2.0;A;21;0;2;1;1;1200;800;1000;10000;VACIO;1;5
A21.2.1;A;21;1;2;1;1;1200;800;600;1000;VACIO;1;3
A21.2.2;A;21;2;2;1;1;1200;800;600;1000;VACIO;1;3
A21.2.3;A;21;3;2;1;1;1200;800;600;1000;VACIO;1;3
A21.2.4;A;21;4;2;1;1;1200;800;600;1000;VACIO;1;3
A21.2.5;A;21;5;2;1;1;1200;800;600;1000;VACIO;1;3
A21.2.6;A;21;6;2;1;1;1200;800;600;1000;VACIO;1;3
A21.3.0;A;21;0;3;1;1;1200;800;1000;10000;VACIO;1;5
A21.3.1;A;21;1;3;1;1;1200;800;600;1000;VACIO;1;3
A21.3.2;A;21;2;3;1;1;1200;800;600;1000;VACIO;1;3
A21.3.3;A;21;3;3;1;1;1200;800;600;1000;VACIO;1;3
A21.3.4;A;21;4;3;1;1;1200;800;600;1000;VACIO;1;3
A21.3.5;A;21;5;3;1;1;1200;800;600;1000;VACIO;1;3
A21.3.6;A;21;6;3;1;1;1200;800;600;1000;VACIO;1;3
A22.1.0;A;22;0;1;1;1;1200;800;1000;10000;VACIO;1;5
A22.1.1;A;22;1;1;1;1;1200;800;600;1000;VACIO;1;3
A22.1.2;A;22;2;1;1;1;1200;800;600;1000;VACIO;1;3
A22.1.3;A;22;3;1;1;1;1200;800;600;1000;VACIO;1;3
A22.1.4;A;22;4;1;1;1;1200;800;600;1000;VACIO;1;3
A22.1.5;A;22;5;1;1;1;1200;800;600;1000;VACIO;1;3
A22.1.6;A;22;6;1;1;1;1200;800;600;1000;VACIO;1;3
A22.2.0;A;22;0;2;1;1;1200;800;1000;10000;VACIO;1;5
A22.2.1;A;22;1;2;1;1;1200;800;600;1000;VACIO;1;3
A22.2.2;A;22;2;2;1;1;1200;800;600;1000;VACIO;1;3
A22.2.3;A;22;3;2;1;1;1200;800;600;1000;VACIO;1;3
A22.2.4;A;22;4;2;1;1;1200;800;600;1000;VACIO;1;3
A22.2.5;A;22;5;2;1;1;1200;800;600;1000;VACIO;1;3
A22.2.6;A;22;6;2;1;1;1200;800;600;1000;VACIO;1;3
A22.3.0;A;22;0;3;1;1;1200;800;1000;10000;VACIO;1;5
A22.3.1;A;22;1;3;1;1;1200;800;600;1000;VACIO;1;3
A22.3.2;A;22;2;3;1;1;1200;800;600;1000;VACIO;1;3
A22.3.3;A;22;3;3;1;1;1200;800;600;1000;VACIO;1;3
A22.3.4;A;22;4;3;1;1;1200;800;600;1000;VACIO;1;3
A22.3.5;A;22;5;3;1;1;1200;800;600;1000;VACIO;1;3
A22.3.6;A;22;6;3;1;1;1200;800;600;1000;VACIO;1;3
A23.1.0;A;23;0;1;1;1;1200;800;1000;10000;VACIO;1;5
A23.1.1;A;23;1;1;1;1;1200;800;600;1000;VACIO;1;3
A23.1.2;A;23;2;1;1;1;1200;800;600;1000;VACIO;1;3
A23.1.3;A;23;3;1;1;1;1200;800;600;1000;VACIO;1;3
A23.1.4;A;23;4;1;1;1;1200;800;600;1000;VACIO;1;3
A23.1.5;A;23;5;1;1;1;1200;800;600;1000;VACIO;1;3
A23.1.6;A;23;6;1;1;1;1200;800;600;1000;VACIO;1;3
A23.2.0;A;23;0;2;1;1;1200;800;1000;10000;VACIO;1;5
A23.2.1;A;23;1;2;1;1;1200;800;600;1000;VACIO;1;3
A23.2.2;A;23;2;2;1;1;1200;800;600;1000;VACIO;1;3
A23.2.3;A;23;3;2;1;1;1200;800;600;1000;VACIO;1;3
A23.2.4;A;23;4;2;1;1;1200;800;600;1000;VACIO;1;3
A23.2.5;A;23;5;2;1;1;1200;800;600;1000;VACIO;1;3
A23.2.6;A;23;6;2;1;1;1200;800;600;1000;VACIO;1;3
A23.3.0;A;23;0;3;1;1;1200;800;1000;10000;VACIO;1;5
A23.3.1;A;23;1;3;1;1;1200;800;600;1000;VACIO;1;3
A23.3.2;A;23;2;3;1;1;1200;800;600;1000;VACIO;1;3
A23.3.3;A;23;3;3;1;1;1200;800;600;1000;VACIO;1;3
A23.3.4;A;23;4;3;1;1;1200;800;600;1000;VACIO;1;3
A23.3.5;A;23;5;3;1;1;1200;800;600;1000;VACIO;1;3
A23.3.6;A;23;6;3;1;1;1200;800;600;1000;VACIO;1;3
A24.1.0;A;24;0;1;1;1;1200;800;1000;10000;VACIO;1;5
A24.1.1;A;24;1;1;1;1;1200;800;600;1000;VACIO;1;3
A24.1.2;A;24;2;1;1;1;1200;800;600;1000;VACIO;1;3
A24.1.3;A;24;3;1;1;1;1200;800;600;1000;VACIO;1;3
A24.1.4;A;24;4;1;1;1;1200;800;600;1000;VACIO;1;3
A24.1.5;A;24;5;1;1;1;1200;800;600;1000;VACIO;1;3
A24.1.6;A;24;6;1;1;1;1200;800;600;1000;VACIO;1;3
A24.2.0;A;24;0;2;1;1;1200;800;1000;10000;VACIO;1;5
A24.2.1;A;24;1;2;1;1;1200;800;600;1000;VACIO;1;3
A24.2.2;A;24;2;2;1;1;1200;800;600;1000;VACIO;1;3
A24.2.3;A;24;3;2;1;1;1200;800;600;1000;VACIO;1;3
A24.2.4;A;24;4;2;1;1;1200;800;600;1000;VACIO;1;3
A24.2.5;A;24;5;2;1;1;1200;800;600;1000;VACIO;1;3
A24.2.6;A;24;6;2;1;1;1200;800;600;1000;VACIO;1;3
A24.3.0;A;24;0;3;1;1;1200;800;1000;10000;VACIO;1;5
A24.3.1;A;24;1;3;1;1;1200;800;600;1000;VACIO;1;3
A24.3.2;A;24;2;3;1;1;1200;800;600;1000;VACIO;1;3
A24.3.3;A;24;3;3;1;1;1200;800;600;1000;VACIO;1;3
A24.3.4;A;24;4;3;1;1;1200;800;600;1000;VACIO;1;3
A24.3.5;A;24;5;3;1;1;1200;800;600;1000;VACIO;1;3
A24.3.6;A;24;6;3;1;1;1200;800;600;1000;VACIO;1;3
A25.1.0;A;25;0;1;1;1;1200;800;1000;10000;VACIO;1;5
A25.1.1;A;25;1;1;1;1;1200;800;600;1000;VACIO;1;3
A25.1.2;A;25;2;1;1;1;1200;800;600;1000;VACIO;1;3
A25.1.3;A;25;3;1;1;1;1200;800;600;1000;VACIO;1;3
A25.1.4;A;25;4;1;1;1;1200;800;600;1000;VACIO;1;3
A25.1.5;A;25;5;1;1;1;1200;800;600;1000;VACIO;1;3
A25.1.6;A;25;6;1;1;1;1200;800;600;1000;VACIO;1;3
A25.2.0;A;25;0;2;1;1;1200;800;1000;10000;VACIO;1;5
A25.2.1;A;25;1;2;1;1;1200;800;600;1000;VACIO;1;3
A25.2.2;A;25;2;2;1;1;1200;800;600;1000;VACIO;1;3
A25.2.3;A;25;3;2;1;1;1200;800;600;1000;VACIO;1;3
A25.2.4;A;25;4;2;1;1;1200;800;600;1000;VACIO;1;3
A25.2.5;A;25;5;2;1;1;1200;800;600;1000;VACIO;1;3
A25.2.6;A;25;6;2;1;1;1200;800;600;1000;VACIO;1;3
A25.3.0;A;25;0;3;1;1;1200;800;1000;10000;VACIO;1;5
A25.3.1;A;25;1;3;1;1;1200;800;600;1000;VACIO;1;3
A25.3.2;A;25;2;3;1;1;1200;800;600;1000;VACIO;1;3
A25.3.3;A;25;3;3;1;1;1200;800;600;1000;VACIO;1;3
A25.3.4;A;25;4;3;1;1;1200;800;600;1000;VACIO;1;3
A25.3.5;A;25;5;3;1;1;1200;800;600;1000;VACIO;1;3
A25.3.6;A;25;6;3;1;1;1200;800;600;1000;VACIO;1;3
A26.1.0;A;26;0;1;1;1;1200;800;1000;10000;VACIO;1;5
A26.1.1;A;26;1;1;1;1;1200;800;600;1000;VACIO;1;3
A26.1.2;A;26;2;1;1;1;1200;800;600;1000;VACIO;1;3
A26.1.3;A;26;3;1;1;1;1200;800;600;1000;VACIO;1;3
A26.1.4;A;26;4;1;1;1;1200;800;600;1000;VACIO;1;3
A26.1.5;A;26;5;1;1;1;1200;800;600;1000;VACIO;1;3
A26.1.6;A;26;6;1;1;1;1200;800;600;1000;VACIO;1;3
A26.2.0;A;26;0;2;1;1;1200;800;1000;10000;VACIO;1;5
A26.2.1;A;26;1;2;1;1;1200;800;600;1000;VACIO;1;3
A26.2.2;A;26;2;2;1;1;1200;800;600;1000;VACIO;1;3
A26.2.3;A;26;3;2;1;1;1200;800;600;1000;VACIO;1;3
A26.2.4;A;26;4;2;1;1;1200;800;600;1000;VACIO;1;3
A26.2.5;A;26;5;2;1;1;1200;800;600;1000;VACIO;1;3
A26.2.6;A;26;6;2;1;1;1200;800;600;1000;VACIO;1;3
A26.3.0;A;26;0;3;1;1;1200;800;1000;10000;VACIO;1;5
A26.3.1;A;26;1;3;1;1;1200;800;600;1000;VACIO;1;3
A26.3.2;A;26;2;3;1;1;1200;800;600;1000;VACIO;1;3
A26.3.3;A;26;3;3;1;1;1200;800;600;1000;VACIO;1;3
A26.3.4;A;26;4;3;1;1;1200;800;600;1000;VACIO;1;3
A26.3.5;A;26;5;3;1;1;1200;800;600;1000;VACIO;1;3
A26.3.6;A;26;6;3;1;1;1200;800;600;1000;VACIO;1;3
A27.1.0;A;27;0;1;1;1;1200;800;1000;10000;VACIO;1;5
A27.1.1;A;27;1;1;1;1;1200;800;600;1000;VACIO;1;3
A27.1.2;A;27;2;1;1;1;1200;800;600;1000;VACIO;1;3
A27.1.3;A;27;3;1;1;1;1200;800;600;1000;VACIO;1;3
A27.1.4;A;27;4;1;1;1;1200;800;600;1000;VACIO;1;3
A27.1.5;A;27;5;1;1;1;1200;800;600;1000;VACIO;1;3
A27.1.6;A;27;6;1;1;1;1200;800;600;1000;VACIO;1;3
A27.2.0;A;27;0;2;1;1;1200;800;1000;10000;VACIO;1;5
A27.2.1;A;27;1;2;1;1;1200;800;600;1000;VACIO;1;3
A27.2.2;A;27;2;2;1;1;1200;800;600;1000;VACIO;1;3
A27.2.3;A;27;3;2;1;1;1200;800;600;1000;VACIO;1;3
A27.2.4;A;27;4;2;1;1;1200;800;600;1000;VACIO;1;3
A27.2.5;A;27;5;2;1;1;1200;800;600;1000;VACIO;1;3
A27.2.6;A;27;6;2;1;1;1200;800;600;1000;VACIO;1;3
A27.3.0;A;27;0;3;1;1;1200;800;1000;10000;VACIO;1;5
A27.3.1;A;27;1;3;1;1;1200;800;600;1000;VACIO;1;3
A27.3.2;A;27;2;3;1;1;1200;800;600;1000;VACIO;1;3
A27.3.3;A;27;3;3;1;1;1200;800;600;1000;VACIO;1;3
A27.3.4;A;27;4;3;1;1;1200;800;600;1000;VACIO;1;3
A27.3.5;A;27;5;3;1;1;1200;800;600;1000;VACIO;1;3
A27.3.6;A;27;6;3;1;1;1200;800;600;1000;VACIO;1;3
B1.1.0;B;1;0;1;1;1;1200;800;1000;10000;VACIO;1;5
B1.1.1;B;1;1;1;1;1;1200;800;600;1000;VACIO;1;3
B1.1.2;B;1;2;1;1;1;1200;800;600;1000;VACIO;1;3
B1.1.3;B;1;3;1;1;1;1200;800;600;1000;VACIO;1;3
B1.1.4;B;1;4;1;1;1;1200;800;600;1000;VACIO;1;3
B1.1.5;B;1;5;1;1;1;1200;800;600;1000;VACIO;1;3
B1.1.6;B;1;6;1;1;1;1200;800;600;1000;VACIO;1;3
B1.2.0;B;1;0;2;1;1;1200;800;1000;10000;VACIO;1;5
B1.2.1;B;1;1;2;1;1;1200;800;600;1000;VACIO;1;3
B1.2.2;B;1;2;2;1;1;1200;800;600;1000;VACIO;1;3
B1.2.3;B;1;3;2;1;1;1200;800;600;1000;VACIO;1;3
B1.2.4;B;1;4;2;1;1;1200;800;600;1000;VACIO;1;3
B1.2.5;B;1;5;2;1;1;1200;800;600;1000;VACIO;1;3
B1.2.6;B;1;6;2;1;1;1200;800;600;1000;VACIO;1;3
B1.3.0;B;1;0;3;1;1;1200;800;1000;10000;VACIO;1;5
B1.3.1;B;1;1;3;1;1;1200;800;600;1000;VACIO;1;3
B1.3.2;B;1;2;3;1;1;1200;800;600;1000;VACIO;1;3
B1.3.3;B;1;3;3;1;1;1200;800;600;1000;VACIO;1;3
B1.3.4;B;1;4;3;1;1;1200;800;600;1000;VACIO;1;3
B1.3.5;B;1;5;3;1;1;1200;800;600;1000;VACIO;1;3
B1.3.6;B;1;6;3;1;1;1200;800;600;1000;VACIO;1;3
B2.1.0;B;2;0;1;1;1;1200;800;1000;10000;VACIO;1;5
B2.1.1;B;2;1;1;1;1;1200;800;600;1000;VACIO;1;3
B2.1.2;B;2;2;1;1;1;1200;800;600;1000;VACIO;1;3
B2.1.3;B;2;3;1;1;1;1200;800;600;1000;VACIO;1;3
B2.1.4;B;2;4;1;1;1;1200;800;600;1000;VACIO;1;3
B2.1.5;B;2;5;1;1;1;1200;800;600;1000;VACIO;1;3
B2.1.6;B;2;6;1;1;1;1200;800;600;1000;VACIO;1;3
B2.2.0;B;2;0;2;1;1;1200;800;1000;10000;VACIO;1;5
B2.2.1;B;2;1;2;1;1;1200;800;600;1000;VACIO;1;3
B2.2.2;B;2;2;2;1;1;1200;800;600;1000;VACIO;1;3
B2.2.3;B;2;3;2;1;1;1200;800;600;1000;VACIO;1;3
B2.2.4;B;2;4;2;1;1;1200;800;600;1000;VACIO;1;3
B2.2.5;B;2;5;2;1;1;1200;800;600;1000;VACIO;1;3
B2.2.6;B;2;6;2;1;1;1200;800;600;1000;VACIO;1;3
B2.3.0;B;2;0;3;1;1;1200;800;1000;10000;VACIO;1;5
B2.3.1;B;2;1;3;1;1;1200;800;600;1000;VACIO;1;3
B2.3.2;B;2;2;3;1;1;1200;800;600;1000;VACIO;1;3
B2.3.3;B;2;3;3;1;1;1200;800;600;1000;VACIO;1;3
B2.3.4;B;2;4;3;1;1;1200;800;600;1000;VACIO;1;3
B2.3.5;B;2;5;3;1;1;1200;800;600;1000;VACIO;1;3
B2.3.6;B;2;6;3;1;1;1200;800;600;1000;VACIO;1;3
B3.1.0;B;3;0;1;1;1;1200;800;1000;10000;VACIO;1;5
B3.1.1;B;3;1;1;1;1;1200;800;600;1000;VACIO;1;3
B3.1.2;B;3;2;1;1;1;1200;800;600;1000;VACIO;1;3
B3.1.3;B;3;3;1;1;1;1200;800;600;1000;VACIO;1;3
B3.1.4;B;3;4;1;1;1;1200;800;600;1000;VACIO;1;3
B3.1.5;B;3;5;1;1;1;1200;800;600;1000;VACIO;1;3
B3.1.6;B;3;6;1;1;1;1200;800;600;1000;VACIO;1;3
B3.2.0;B;3;0;2;1;1;1200;800;1000;10000;VACIO;1;5
B3.2.1;B;3;1;2;1;1;1200;800;600;1000;VACIO;1;3
B3.2.2;B;3;2;2;1;1;1200;800;600;1000;VACIO;1;3
B3.2.3;B;3;3;2;1;1;1200;800;600;1000;VACIO;1;3
B3.2.4;B;3;4;2;1;1;1200;800;600;1000;VACIO;1;3
B3.2.5;B;3;5;2;1;1;1200;800;600;1000;VACIO;1;3
B3.2.6;B;3;6;2;1;1;1200;800;600;1000;VACIO;1;3
B3.3.0;B;3;0;3;1;1;1200;800;1000;10000;VACIO;1;5
B3.3.1;B;3;1;3;1;1;1200;800;600;1000;VACIO;1;3
B3.3.2;B;3;2;3;1;1;1200;800;600;1000;VACIO;1;3
B3.3.3;B;3;3;3;1;1;1200;800;600;1000;VACIO;1;3
B3.3.4;B;3;4;3;1;1;1200;800;600;1000;VACIO;1;3
B3.3.5;B;3;5;3;1;1;1200;800;600;1000;VACIO;1;3
B3.3.6;B;3;6;3;1;1;1200;800;600;1000;VACIO;1;3
B4.1.0;B;4;0;1;1;1;1200;800;1000;10000;VACIO;1;5
B4.1.1;B;4;1;1;1;1;1200;800;600;1000;VACIO;1;3
B4.1.2;B;4;2;1;1;1;1200;800;600;1000;VACIO;1;3
B4.1.3;B;4;3;1;1;1;1200;800;600;1000;VACIO;1;3
B4.1.4;B;4;4;1;1;1;1200;800;600;1000;VACIO;1;3
B4.1.5;B;4;5;1;1;1;1200;800;600;1000;VACIO;1;3
B4.1.6;B;4;6;1;1;1;1200;800;600;1000;VACIO;1;3
B4.2.0;B;4;0;2;1;1;1200;800;1000;10000;VACIO;1;5
B4.2.1;B;4;1;2;1;1;1200;800;600;1000;VACIO;1;3
B4.2.2;B;4;2;2;1;1;1200;800;600;1000;VACIO;1;3
B4.2.3;B;4;3;2;1;1;1200;800;600;1000;VACIO;1;3
B4.2.4;B;4;4;2;1;1;1200;800;600;1000;VACIO;1;3
B4.2.5;B;4;5;2;1;1;1200;800;600;1000;VACIO;1;3
B4.2.6;B;4;6;2;1;1;1200;800;600;1000;VACIO;1;3
B4.3.0;B;4;0;3;1;1;1200;800;1000;10000;VACIO;1;5
B4.3.1;B;4;1;3;1;1;1200;800;600;1000;VACIO;1;3
B4.3.2;B;4;2;3;1;1;1200;800;600;1000;VACIO;1;3
B4.3.3;B;4;3;3;1;1;1200;800;600;1000;VACIO;1;3
B4.3.4;B;4;4;3;1;1;1200;800;600;1000;VACIO;1;3
B4.3.5;B;4;5;3;1;1;1200;800;600;1000;VACIO;1;3
B4.3.6;B;4;6;3;1;1;1200;800;600;1000;VACIO;1;3
B5.1.0;B;5;0;1;1;1;1200;800;1000;10000;VACIO;1;5
B5.1.1;B;5;1;1;1;1;1200;800;600;1000;VACIO;1;3
B5.1.2;B;5;2;1;1;1;1200;800;600;1000;VACIO;1;3
B5.1.3;B;5;3;1;1;1;1200;800;600;1000;VACIO;1;3
B5.1.4;B;5;4;1;1;1;1200;800;600;1000;VACIO;1;3
B5.1.5;B;5;5;1;1;1;1200;800;600;1000;VACIO;1;3
B5.1.6;B;5;6;1;1;1;1200;800;600;1000;VACIO;1;3
B5.2.0;B;5;0;2;1;1;1200;800;1000;10000;VACIO;1;5
B5.2.1;B;5;1;2;1;1;1200;800;600;1000;VACIO;1;3
B5.2.2;B;5;2;2;1;1;1200;800;600;1000;VACIO;1;3
B5.2.3;B;5;3;2;1;1;1200;800;600;1000;VACIO;1;3
B5.2.4;B;5;4;2;1;1;1200;800;600;1000;VACIO;1;3
B5.2.5;B;5;5;2;1;1;1200;800;600;1000;VACIO;1;3
B5.2.6;B;5;6;2;1;1;1200;800;600;1000;VACIO;1;3
B5.3.0;B;5;0;3;1;1;1200;800;1000;10000;VACIO;1;5
B5.3.1;B;5;1;3;1;1;1200;800;600;1000;VACIO;1;3
B5.3.2;B;5;2;3;1;1;1200;800;600;1000;VACIO;1;3
B5.3.3;B;5;3;3;1;1;1200;800;600;1000;VACIO;1;3
B5.3.4;B;5;4;3;1;1;1200;800;600;1000;VACIO;1;3
B5.3.5;B;5;5;3;1;1;1200;800;600;1000;VACIO;1;3
B5.3.6;B;5;6;3;1;1;1200;800;600;1000;VACIO;1;3
B6.1.0;B;6;0;1;1;1;1200;800;1000;10000;VACIO;1;5
B6.1.1;B;6;1;1;1;1;1200;800;600;1000;VACIO;1;3
B6.1.2;B;6;2;1;1;1;1200;800;600;1000;VACIO;1;3
B6.1.3;B;6;3;1;1;1;1200;800;600;1000;VACIO;1;3
B6.1.4;B;6;4;1;1;1;1200;800;600;1000;VACIO;1;3
B6.1.5;B;6;5;1;1;1;1200;800;600;1000;VACIO;1;3
B6.1.6;B;6;6;1;1;1;1200;800;600;1000;VACIO;1;3
B6.2.0;B;6;0;2;1;1;1200;800;1000;10000;VACIO;1;5
B6.2.1;B;6;1;2;1;1;1200;800;600;1000;VACIO;1;3
B6.2.2;B;6;2;2;1;1;1200;800;600;1000;VACIO;1;3
B6.2.3;B;6;3;2;1;1;1200;800;600;1000;VACIO;1;3
B6.2.4;B;6;4;2;1;1;1200;800;600;1000;VACIO;1;3
B6.2.5;B;6;5;2;1;1;1200;800;600;1000;VACIO;1;3
B6.2.6;B;6;6;2;1;1;1200;800;600;1000;VACIO;1;3
B6.3.0;B;6;0;3;1;1;1200;800;1000;10000;VACIO;1;5
B6.3.1;B;6;1;3;1;1;1200;800;600;1000;VACIO;1;3
B6.3.2;B;6;2;3;1;1;1200;800;600;1000;VACIO;1;3
B6.3.3;B;6;3;3;1;1;1200;800;600;1000;VACIO;1;3
B6.3.4;B;6;4;3;1;1;1200;800;600;1000;VACIO;1;3
B6.3.5;B;6;5;3;1;1;1200;800;600;1000;VACIO;1;3
B6.3.6;B;6;6;3;1;1;1200;800;600;1000;VACIO;1;3
B7.1.0;B;7;0;1;1;1;1200;800;1000;10000;VACIO;1;5
B7.1.1;B;7;1;1;1;1;1200;800;600;1000;VACIO;1;3
B7.1.2;B;7;2;1;1;1;1200;800;600;1000;VACIO;1;3
B7.1.3;B;7;3;1;1;1;1200;800;600;1000;VACIO;1;3
B7.1.4;B;7;4;1;1;1;1200;800;600;1000;VACIO;1;3
B7.1.5;B;7;5;1;1;1;1200;800;600;1000;VACIO;1;3
B7.1.6;B;7;6;1;1;1;1200;800;600;1000;VACIO;1;3
B7.2.0;B;7;0;2;1;1;1200;800;1000;10000;VACIO;1;5
B7.2.1;B;7;1;2;1;1;1200;800;600;1000;VACIO;1;3
B7.2.2;B;7;2;2;1;1;1200;800;600;1000;VACIO;1;3
B7.2.3;B;7;3;2;1;1;1200;800;600;1000;VACIO;1;3
B7.2.4;B;7;4;2;1;1;1200;800;600;1000;VACIO;1;3
B7.2.5;B;7;5;2;1;1;1200;800;600;1000;VACIO;1;3
B7.2.6;B;7;6;2;1;1;1200;800;600;1000;VACIO;1;3
B7.3.0;B;7;0;3;1;1;1200;800;1000;10000;VACIO;1;5
B7.3.1;B;7;1;3;1;1;1200;800;600;1000;VACIO;1;3
B7.3.2;B;7;2;3;1;1;1200;800;600;1000;VACIO;1;3
B7.3.3;B;7;3;3;1;1;1200;800;600;1000;VACIO;1;3
B7.3.4;B;7;4;3;1;1;1200;800;600;1000;VACIO;1;3
B7.3.5;B;7;5;3;1;1;1200;800;600;1000;VACIO;1;3
B7.3.6;B;7;6;3;1;1;1200;800;600;1000;VACIO;1;3
B8.1.0;B;8;0;1;1;1;1200;800;1000;10000;VACIO;1;5
B8.1.1;B;8;1;1;1;1;1200;800;600;1000;VACIO;1;3
B8.1.2;B;8;2;1;1;1;1200;800;600;1000;VACIO;1;3
B8.1.3;B;8;3;1;1;1;1200;800;600;1000;VACIO;1;3
B8.1.4;B;8;4;1;1;1;1200;800;600;1000;VACIO;1;3
B8.1.5;B;8;5;1;1;1;1200;800;600;1000;VACIO;1;3
B8.1.6;B;8;6;1;1;1;1200;800;600;1000;VACIO;1;3
B8.2.0;B;8;0;2;1;1;1200;800;1000;10000;VACIO;1;5
B8.2.1;B;8;1;2;1;1;1200;800;600;1000;VACIO;1;3
