Codigo_Ubicacion;Estanteria;Modulo;Altura;Sububicacion;Activo;ID_tipo_ubica;largo_max_m;ancho_max_r;altura_max_n;peso_max_kg;Estado;Id_Almacen;Contenedores_p
B8.2.2;B;8;2;2;1;1;1200;800;600;1000;VACIO;1;3
B8.2.3;B;8;3;2;1;1;1200;800;600;1000;VACIO;1;3
B8.2.4;B;8;4;2;1;1;1200;800;600;1000;VACIO;1;3
B8.2.5;B;8;5;2;1;1;1200;800;600;1000;VACIO;1;3
B8.2.6;B;8;6;2;1;1;1200;800;600;1000;VACIO;1;3
B8.3.0;B;8;0;3;1;1;1200;800;1000;10000;VACIO;1;5
B8.3.1;B;8;1;3;1;1;1200;800;600;1000;VACIO;1;3
B8.3.2;B;8;2;3;1;1;1200;800;600;1000;VACIO;1;3
B8.3.3;B;8;3;3;1;1;1200;800;600;1000;VACIO;1;3
B8.3.4;B;8;4;3;1;1;1200;800;600;1000;VACIO;1;3
B8.3.5;B;8;5;3;1;1;1200;800;600;1000;VACIO;1;3
B8.3.6;B;8;6;3;1;1;1200;800;600;1000;VACIO;1;3
B9.1.0;B;9;0;1;1;1;1200;800;1000;10000;VACIO;1;5
B9.1.1;B;9;1;1;1;1;1200;800;600;1000;VACIO;1;3
B9.1.2;B;9;2;1;1;1;1200;800;600;1000;VACIO;1;3
B9.1.3;B;9;3;1;1;1;1200;800;600;1000;VACIO;1;3
B9.1.4;B;9;4;1;1;1;1200;800;600;1000;VACIO;1;3
B9.1.5;B;9;5;1;1;1;1200;800;600;1000;VACIO;1;3
B9.1.6;B;9;6;1;1;1;1200;800;600;1000;VACIO;1;3
B9.2.0;B;9;0;2;1;1;1200;800;1000;10000;VACIO;1;5
B9.2.1;B;9;1;2;1;1;1200;800;600;1000;VACIO;1;3
B9.2.2;B;9;2;2;1;1;1200;800;600;1000;VACIO;1;3
B9.2.3;B;9;3;2;1;1;1200;800;600;1000;VACIO;1;3
B9.2.4;B;9;4;2;1;1;1200;800;600;1000;VACIO;1;3
B9.2.5;B;9;5;2;1;1;1200;800;600;1000;VACIO;1;3
B9.2.6;B;9;6;2;1;1;1200;800;600;1000;VACIO;1;3
B9.3.0;B;9;0;3;1;1;1200;800;1000;10000;VACIO;1;5
B9.3.1;B;9;1;3;1;1;1200;800;600;1000;VACIO;1;3
B9.3.2;B;9;2;3;1;1;1200;800;600;1000;VACIO;1;3
B9.3.3;B;9;3;3;1;1;1200;800;600;1000;VACIO;1;3
B9.3.4;B;9;4;3;1;1;1200;800;600;1000;VACIO;1;3
B9.3.5;B;9;5;3;1;1;1200;800;600;1000;VACIO;1;3
B9.3.6;B;9;6;3;1;1;1200;800;600;1000;VACIO;1;3
B10.1.0;B;10;0;1;1;1;1200;800;1000;10000;VACIO;1;5
B10.1.1;B;10;1;1;1;1;1200;800;600;1000;VACIO;1;3
B10.1.2;B;10;2;1;1;1;1200;800;600;1000;VACIO;1;3
B10.1.3;B;10;3;1;1;1;1200;800;600;1000;VACIO;1;3
B10.1.4;B;10;4;1;1;1;1200;800;600;1000;VACIO;1;3
B10.1.5;B;10;5;1;1;1;1200;800;600;1000;VACIO;1;3
B10.1.6;B;10;6;1;1;1;1200;800;600;1000;VACIO;1;3
B10.2.0;B;10;0;2;1;1;1200;800;1000;10000;VACIO;1;5
B10.2.1;B;10;1;2;1;1;1200;800;600;1000;VACIO;1;3
B10.2.2;B;10;2;2;1;1;1200;800;600;1000;VACIO;1;3
B10.2.3;B;10;3;2;1;1;1200;800;600;1000;VACIO;1;3
B10.2.4;B;10;4;2;1;1;1200;800;600;1000;VACIO;1;3
B10.2.5;B;10;5;2;1;1;1200;800;600;1000;VACIO;1;3
B10.2.6;B;10;6;2;1;1;1200;800;600;1000;VACIO;1;3
B10.3.0;B;10;0;3;1;1;1200;800;1000;10000;VACIO;1;5
B10.3.1;B;10;1;3;1;1;1200;800;600;1000;VACIO;1;3
B10.3.2;B;10;2;3;1;1;1200;800;600;1000;VACIO;1;3
B10.3.3;B;10;3;3;1;1;1200;800;600;1000;VACIO;1;3
B10.3.4;B;10;4;3;1;1;1200;800;600;1000;VACIO;1;3
B10.3.5;B;10;5;3;1;1;1200;800;600;1000;VACIO;1;3
B10.3.6;B;10;6;3;1;1;1200;800;600;1000;VACIO;1;3
B11.1.0;B;11;0;1;1;1;1200;800;1000;10000;VACIO;1;5
B11.1.1;B;11;1;1;1;1;1200;800;600;1000;VACIO;1;3
B11.1.2;B;11;2;1;1;1;1200;800;600;1000;VACIO;1;3
B11.1.3;B;11;3;1;1;1;1200;800;600;1000;VACIO;1;3
B11.1.4;B;11;4;1;1;1;1200;800;600;1000;VACIO;1;3
B11.1.5;B;11;5;1;1;1;1200;800;600;1000;VACIO;1;3
B11.1.6;B;11;6;1;1;1;1200;800;600;1000;VACIO;1;3
B11.2.0;B;11;0;2;1;1;1200;800;1000;10000;VACIO;1;5
B11.2.1;B;11;1;2;1;1;1200;800;600;1000;VACIO;1;3
B11.2.2;B;11;2;2;1;1;1200;800;600;1000;VACIO;1;3
B11.2.3;B;11;3;2;1;1;1200;800;600;1000;VACIO;1;3
B11.2.4;B;11;4;2;1;1;1200;800;600;1000;VACIO;1;3
B11.2.5;B;11;5;2;1;1;1200;800;600;1000;VACIO;1;3
B11.2.6;B;11;6;2;1;1;1200;800;600;1000;VACIO;1;3
B11.3.0;B;11;0;3;1;1;1200;800;1000;10000;VACIO;1;5
B11.3.1;B;11;1;3;1;1;1200;800;600;1000;VACIO;1;3
B11.3.2;B;11;2;3;1;1;1200;800;600;1000;VACIO;1;3
B11.3.3;B;11;3;3;1;1;1200;800;600;1000;VACIO;1;3
B11.3.4;B;11;4;3;1;1;1200;800;600;1000;VACIO;1;3
B11.3.5;B;11;5;3;1;1;1200;800;600;1000;VACIO;1;3
B11.3.6;B;11;6;3;1;1;1200;800;600;1000;VACIO;1;3
B12.1.0;B;12;0;1;1;1;1200;800;1000;10000;VACIO;1;5
B12.1.1;B;12;1;1;1;1;1200;800;600;1000;VACIO;1;3
B12.1.2;B;12;2;1;1;1;1200;800;600;1000;VACIO;1;3
B12.1.3;B;12;3;1;1;1;1200;800;600;1000;VACIO;1;3
B12.1.4;B;12;4;1;1;1;1200;800;600;1000;VACIO;1;3
B12.1.5;B;12;5;1;1;1;1200;800;600;1000;VACIO;1;3
B12.1.6;B;12;6;1;1;1;1200;800;600;1000;VACIO;1;3
B12.2.0;B;12;0;2;1;1;1200;800;1000;10000;VACIO;1;5
B12.2.1;B;12;1;2;1;1;1200;800;600;1000;VACIO;1;3
B12.2.2;B;12;2;2;1;1;1200;800;600;1000;VACIO;1;3
B12.2.3;B;12;3;2;1;1;1200;800;600;1000;VACIO;1;3
B12.2.4;B;12;4;2;1;1;1200;800;600;1000;VACIO;1;3
B12.2.5;B;12;5;2;1;1;1200;800;600;1000;VACIO;1;3
B12.2.6;B;12;6;2;1;1;1200;800;600;1000;VACIO;1;3
B12.3.0;B;12;0;3;1;1;1200;800;1000;10000;VACIO;1;5
B12.3.1;B;12;1;3;1;1;1200;800;600;1000;VACIO;1;3
B12.3.2;B;12;2;3;1;1;1200;800;600;1000;VACIO;1;3
B12.3.3;B;12;3;3;1;1;1200;800;600;1000;VACIO;1;3
B12.3.4;B;12;4;3;1;1;1200;800;600;1000;VACIO;1;3
B12.3.5;B;12;5;3;1;1;1200;800;600;1000;VACIO;1;3
B12.3.6;B;12;6;3;1;1;1200;800;600;1000;VACIO;1;3
B13.1.0;B;13;0;1;1;1;1200;800;1000;10000;VACIO;1;5
B13.1.1;B;13;1;1;1;1;1200;800;600;1000;VACIO;1;3
B13.1.2;B;13;2;1;1;1;1200;800;600;1000;VACIO;1;3
B13.1.3;B;13;3;1;1;1;1200;800;600;1000;VACIO;1;3
B13.1.4;B;13;4;1;1;1;1200;800;600;1000;VACIO;1;3
B13.1.5;B;13;5;1;1;1;1200;800;600;1000;VACIO;1;3
B13.1.6;B;13;6;1;1;1;1200;800;600;1000;VACIO;1;3
B13.2.0;B;13;0;2;1;1;1200;800;1000;10000;VACIO;1;5
B13.2.1;B;13;1;2;1;1;1200;800;600;1000;VACIO;1;3
B13.2.2;B;13;2;2;1;1;1200;800;600;1000;VACIO;1;3
B13.2.3;B;13;3;2;1;1;1200;800;600;1000;VACIO;1;3
B13.2.4;B;13;4;2;1;1;1200;800;600;1000;VACIO;1;3
B13.2.5;B;13;5;2;1;1;1200;800;600;1000;VACIO;1;3
B13.2.6;B;13;6;2;1;1;1200;800;600;1000;VACIO;1;3
B13.3.0;B;13;0;3;1;1;1200;800;1000;10000;VACIO;1;5
B13.3.1;B;13;1;3;1;1;1200;800;600;1000;VACIO;1;3
B13.3.2;B;13;2;3;1;1;1200;800;600;1000;VACIO;1;3
B13.3.3;B;13;3;3;1;1;1200;800;600;1000;VACIO;1;3
B13.3.4;B;13;4;3;1;1;1200;800;600;1000;VACIO;1;3
B13.3.5;B;13;5;3;1;1;1200;800;600;1000;VACIO;1;3
B13.3.6;B;13;6;3;1;1;1200;800;600;1000;VACIO;1;3
B14.1.0;B;14;0;1;1;1;1200;800;1000;10000;VACIO;1;5
B14.1.1;B;14;1;1;1;1;1200;800;600;1000;VACIO;1;3
B14.1.2;B;14;2;1;1;1;1200;800;600;1000;VACIO;1;3
B14.1.3;B;14;3;1;1;1;1200;800;600;1000;VACIO;1;3
B14.1.4;B;14;4;1;1;1;1200;800;600;1000;VACIO;1;3
B14.1.5;B;14;5;1;1;1;1200;800;600;1000;VACIO;1;3
B14.1.6;B;14;6;1;1;1;1200;800;600;1000;VACIO;1;3
B14.2.0;B;14;0;2;1;1;1200;800;1000;10000;VACIO;1;5
B14.2.1;B;14;1;2;1;1;1200;800;600;1000;VACIO;1;3
B14.2.2;B;14;2;2;1;1;1200;800;600;1000;VACIO;1;3
B14.2.3;B;14;3;2;1;1;1200;800;600;1000;VACIO;1;3
B14.2.4;B;14;4;2;1;1;1200;800;600;1000;VACIO;1;3
B14.2.5;B;14;5;2;1;1;1200;800;600;1000;VACIO;1;3
B14.2.6;B;14;6;2;1;1;1200;800;600;1000;VACIO;1;3
B14.3.0;B;14;0;3;1;1;1200;800;1000;10000;VACIO;1;5
B14.3.1;B;14;1;3;1;1;1200;800;600;1000;VACIO;1;3
B14.3.2;B;14;2;3;1;1;1200;800;600;1000;VACIO;1;3
B14.3.3;B;14;3;3;1;1;1200;800;600;1000;VACIO;1;3
B14.3.4;B;14;4;3;1;1;1200;800;600;1000;VACIO;1;3
B14.3.5;B;14;5;3;1;1;1200;800;600;1000;VACIO;1;3
B14.3.6;B;14;6;3;1;1;1200;800;600;1000;VACIO;1;3
B15.1.0;B;15;0;1;1;1;1200;800;1000;10000;VACIO;1;5
B15.1.1;B;15;1;1;1;1;1200;800;600;1000;VACIO;1;3
B15.1.2;B;15;2;1;1;1;1200;800;600;1000;VACIO;1;3
B15.1.3;B;15;3;1;1;1;1200;800;600;1000;VACIO;1;3
B15.1.4;B;15;4;1;1;1;1200;800;600;1000;VACIO;1;3
B15.1.5;B;15;5;1;1;1;1200;800;600;1000;VACIO;1;3
B15.1.6;B;15;6;1;1;1;1200;800;600;1000;VACIO;1;3
B15.2.0;B;15;0;2;1;1;1200;800;1000;10000;VACIO;1;5
B15.2.1;B;15;1;2;1;1;1200;800;600;1000;VACIO;1;3
B15.2.2;B;15;2;2;1;1;1200;800;600;1000;VACIO;1;3
B15.2.3;B;15;3;2;1;1;1200;800;600;1000;VACIO;1;3
B15.2.4;B;15;4;2;1;1;1200;800;600;1000;VACIO;1;3
B15.2.5;B;15;5;2;1;1;1200;800;600;1000;VACIO;1;3
B15.2.6;B;15;6;2;1;1;1200;800;600;1000;VACIO;1;3
B15.3.0;B;15;0;3;1;1;1200;800;1000;10000;VACIO;1;5
B15.3.1;B;15;1;3;1;1;1200;800;600;1000;VACIO;1;3
B15.3.2;B;15;2;3;1;1;1200;800;600;1000;VACIO;1;3
B15.3.3;B;15;3;3;1;1;1200;800;600;1000;VACIO;1;3
B15.3.4;B;15;4;3;1;1;1200;800;600;1000;VACIO;1;3
B15.3.5;B;15;5;3;1;1;1200;800;600;1000;VACIO;1;3
B15.3.6;B;15;6;3;1;1;1200;800;600;1000;VACIO;1;3
E1.1.0;E;1;0;1;1;1;1200;800;1000;10000;VACIO;1;5
E1.1.1;E;1;1;1;1;1;1200;800;600;1000;VACIO;1;3
E1.1.2;E;1;2;1;1;1;1200;800;600;1000;VACIO;1;3
E1.1.3;E;1;3;1;1;1;1200;800;600;1000;VACIO;1;3
E1.1.4;E;1;4;1;1;1;1200;800;600;1000;VACIO;1;3
E1.2.0;E;1;0;2;1;1;1200;800;1000;10000;VACIO;1;5
E1.2.1;E;1;1;2;1;1;1200;800;600;1000;VACIO;1;3
E1.2.2;E;1;2;2;1;1;1200;800;600;1000;VACIO;1;3
E1.2.3;E;1;3;2;1;1;1200;800;600;1000;VACIO;1;3
E1.2.4;E;1;4;2;1;1;1200;800;600;1000;VACIO;1;3
E1.3.0;E;1;0;3;1;1;1200;800;1000;10000;VACIO;1;5
E1.3.1;E;1;1;3;1;1;1200;800;600;1000;VACIO;1;3
E1.3.2;E;1;2;3;1;1;1200;800;600;1000;VACIO;1;3
E1.3.3;E;1;3;3;1;1;1200;800;600;1000;VACIO;1;3
E1.3.4;E;1;4;3;1;1;1200;800;600;1000;VACIO;1;3
E2.1.0;E;2;0;1;1;1;1200;800;1000;10000;VACIO;1;5
E2.1.1;E;2;1;1;1;1;1200;800;600;1000;VACIO;1;3
E2.1.2;E;2;2;1;1;1;1200;800;600;1000;VACIO;1;3
E2.1.3;E;2;3;1;1;1;1200;800;600;1000;VACIO;1;3
E2.1.4;E;2;4;1;1;1;1200;800;600;1000;VACIO;1;3
E2.2.0;E;2;0;2;1;1;1200;800;1000;10000;VACIO;1;5
E2.2.1;E;2;1;2;1;1;1200;800;600;1000;VACIO;1;3
E2.2.2;E;2;2;2;1;1;1200;800;600;1000;VACIO;1;3
E2.2.3;E;2;3;2;1;1;1200;800;600;1000;VACIO;1;3
E2.2.4;E;2;4;2;1;1;1200;800;600;1000;VACIO;1;3
E2.3.0;E;2;0;3;1;1;1200;800;1000;10000;VACIO;1;5
E2.3.1;E;2;1;3;1;1;1200;800;600;1000;VACIO;1;3
E2.3.2;E;2;2;3;1;1;1200;800;600;1000;VACIO;1;3
E2.3.3;E;2;3;3;1;1;1200;800;600;1000;VACIO;1;3
E2.3.4;E;2;4;3;1;1;1200;800;600;1000;VACIO;1;3
D1.1.0;D;1;0;1;1;1;1200;800;1000;10000;VACIO;1;5
D1.1.1;D;1;1;1;1;1;1200;800;600;1000;VACIO;1;3
D1.1.2;D;1;2;1;1;1;1200;800;600;1000;VACIO;1;3
D1.2.0;D;1;0;2;1;1;1200;800;1000;10000;VACIO;1;5
D1.2.1;D;1;1;2;1;1;1200;800;600;1000;VACIO;1;3
D1.2.2;D;1;2;2;1;1;1200;800;600;1000;VACIO;1;3
D1.2.3;D;1;3;2;1;1;1200;800;600;1000;VACIO;1;3
D1.2.4;D;1;4;2;1;1;1200;800;600;1000;VACIO;1;3
D1.3.0;D;1;0;3;1;1;1200;800;1000;10000;VACIO;1;5
D1.3.1;D;1;1;3;1;1;1200;800;600;1000;VACIO;1;3
D1.3.2;D;1;2;3;1;1;1200;800;600;1000;VACIO;1;3
D1.3.3;D;1;3;3;1;1;1200;800;600;1000;VACIO;1;3
D1.3.4;D;1;4;3;1;1;1200;800;600;1000;VACIO;1;3
D2.1.0;D;2;0;1;1;1;1200;800;1000;10000;VACIO;1;5
D2.1.1;D;2;1;1;1;1;1200;800;600;1000;VACIO;1;3
D2.1.2;D;2;2;1;1;1;1200;800;600;1000;VACIO;1;3
D2.1.3;D;2;3;1;1;1;1200;800;600;1000;VACIO;1;3
D2.1.4;D;2;4;1;1;1;1200;800;600;1000;VACIO;1;3
D2.2.0;D;2;0;2;1;1;1200;800;1000;10000;VACIO;1;5
D2.2.1;D;2;1;2;1;1;1200;800;600;1000;VACIO;1;3
D2.2.2;D;2;2;2;1;1;1200;800;600;1000;VACIO;1;3
D2.2.3;D;2;3;2;1;1;1200;800;600;1000;VACIO;1;3
D2.2.4;D;2;4;2;1;1;1200;800;600;1000;VACIO;1;3
D2.3.0;D;2;0;3;1;1;1200;800;1000;10000;VACIO;1;5
D2.3.1;D;2;1;3;1;1;1200;800;600;1000;VACIO;1;3
D2.3.2;D;2;2;3;1;1;1200;800;600;1000;VACIO;1;3
D2.3.3;D;2;3;3;1;1;1200;800;600;1000;VACIO;1;3
D2.3.4;D;2;4;3;1;1;1200;800;600;1000;VACIO;1;3
D3.1.0;D;3;0;1;1;1;1200;800;1000;10000;VACIO;1;5
D3.1.1;D;3;1;1;1;1;1200;800;600;1000;VACIO;1;3
D3.1.2;D;3;2;1;1;1;1200;800;600;1000;VACIO;1;3
D3.1.3;D;3;3;1;1;1;1200;800;600;1000;VACIO;1;3
D3.1.4;D;3;4;1;1;1;1200;800;600;1000;VACIO;1;3
D3.2.0;D;3;0;2;1;1;1200;800;1000;10000;VACIO;1;5
D3.2.1;D;3;1;2;1;1;1200;800;600;1000;VACIO;1;3
D3.2.2;D;3;2;2;1;1;1200;800;600;1000;VACIO;1;3
D3.2.3;D;3;3;2;1;1;1200;800;600;1000;VACIO;1;3
D3.2.4;D;3;4;2;1;1;1200;800;600;1000;VACIO;1;3
D3.3.0;D;3;0;3;1;1;1200;800;1000;10000;VACIO;1;5
D3.3.1;D;3;1;3;1;1;1200;800;600;1000;VACIO;1;3
D3.3.2;D;3;2;3;1;1;1200;800;600;1000;VACIO;1;3
D3.3.3;D;3;3;3;1;1;1200;800;600;1000;VACIO;1;3
D3.3.4;D;3;4;3;1;1;1200;800;600;1000;VACIO;1;3
D4.1.0;D;4;0;1;1;1;1200;800;1000;10000;VACIO;1;5
D4.1.1;D;4;1;1;1;1;1200;800;600;1000;VACIO;1;3
D4.1.2;D;4;2;1;1;1;1200;800;600;1000;VACIO;1;3
D4.1.3;D;4;3;1;1;1;1200;800;600;1000;VACIO;1;3
D4.1.4;D;4;4;1;1;1;1200;800;600;1000;VACIO;1;3
D4.2.0;D;4;0;2;1;1;1200;800;1000;10000;VACIO;1;5
D4.2.1;D;4;1;2;1;1;1200;800;600;1000;VACIO;1;3
D4.2.2;D;4;2;2;1;1;1200;800;600;1000;VACIO;1;3
D4.2.3;D;4;3;2;1;1;1200;800;600;1000;VACIO;1;3
D4.2.4;D;4;4;2;1;1;1200;800;600;1000;VACIO;1;3
D4.3.0;D;4;0;3;1;1;1200;800;1000;10000;VACIO;1;5
D4.3.1;D;4;1;3;1;1;1200;800;600;1000;VACIO;1;3
D4.3.2;D;4;2;3;1;1;1200;800;600;1000;VACIO;1;3
D4.3.3;D;4;3;3;1;1;1200;800;600;1000;VACIO;1;3
D4.3.4;D;4;4;3;1;1;1200;800;600;1000;VACIO;1;3
D5.1.0;D;5;0;1;1;1;1200;800;1000;10000;VACIO;1;5
D5.1.1;D;5;1;1;1;1;1200;800;600;1000;VACIO;1;3
D5.1.2;D;5;2;1;1;1;1200;800;600;1000;VACIO;1;3
D5.1.3;D;5;3;1;1;1;1200;800;600;1000;VACIO;1;3
D5.1.4;D;5;4;1;1;1;1200;800;600;1000;VACIO;1;3
D5.2.0;D;5;0;2;1;1;1200;800;1000;10000;VACIO;1;5
D5.2.1;D;5;1;2;1;1;1200;800;600;1000;VACIO;1;3
D5.2.2;D;5;2;2;1;1;1200;800;600;1000;VACIO;1;3
D5.2.3;D;5;3;2;1;1;1200;800;600;1000;VACIO;1;3
D5.2.4;D;5;4;2;1;1;1200;800;600;1000;VACIO;1;3
D5.3.0;D;5;0;3;1;1;1200;800;1000;10000;VACIO;1;5
D5.3.1;D;5;1;3;1;1;1200;800;600;1000;VACIO;1;3
D5.3.2;D;5;2;3;1;1;1200;800;600;1000;VACIO;1;3
D5.3.3;D;5;3;3;1;1;1200;800;600;1000;VACIO;1;3
D5.3.4;D;5;4;3;1;1;1200;800;600;1000;VACIO;1;3
D6.1.0;D;6;0;1;1;1;1200;800;1000;10000;VACIO;1;5
D6.1.1;D;6;1;1;1;1;1200;800;600;1000;VACIO;1;3
D6.1.2;D;6;2;1;1;1;1200;800;600;1000;VACIO;1;3
D6.1.3;D;6;3;1;1;1;1200;800;600;1000;VACIO;1;3
D6.1.4;D;6;4;1;1;1;1200;800;600;1000;VACIO;1;3
D6.2.0;D;6;0;2;1;1;1200;800;1000;10000;VACIO;1;5
D6.2.1;D;6;1;2;1;1;1200;800;600;1000;VACIO;1;3
D6.2.2;D;6;2;2;1;1;1200;800;600;1000;VACIO;1;3
D6.2.3;D;6;3;2;1;1;1200;800;600;1000;VACIO;1;3
D6.2.4;D;6;4;2;1;1;1200;800;600;1000;VACIO;1;3
D6.3.0;D;6;0;3;1;1;1200;800;1000;10000;VACIO;1;5
D6.3.1;D;6;1;3;1;1;1200;800;600;1000;VACIO;1;3
D6.3.2;D;6;2;3;1;1;1200;800;600;1000;VACIO;1;3
D6.3.3;D;6;3;3;1;1;1200;800;600;1000;VACIO;1;3
D6.3.4;D;6;4;3;1;1;1200;800;600;1000;VACIO;1;3
D7.1.0;D;7;0;1;1;1;1200;800;1000;10000;VACIO;1;5
D7.1.1;D;7;1;1;1;1;1200;800;600;1000;VACIO;1;3
D7.1.2;D;7;2;1;1;1;1200;800;600;1000;VACIO;1;3
D7.1.3;D;7;3;1;1;1;1200;800;600;1000;VACIO;1;3
D7.1.4;D;7;4;1;1;1;1200;800;600;1000;VACIO;1;3
D7.2.0;D;7;0;2;1;1;1200;800;1000;10000;VACIO;1;5
D7.2.1;D;7;1;2;1;1;1200;800;600;1000;VACIO;1;3
D7.2.2;D;7;2;2;1;1;1200;800;600;1000;VACIO;1;3
D7.2.3;D;7;3;2;1;1;1200;800;600;1000;VACIO;1;3
D7.2.4;D;7;4;2;1;1;1200;800;600;1000;VACIO;1;3
D7.3.0;D;7;0;3;1;1;1200;800;1000;10000;VACIO;1;5
D7.3.1;D;7;1;3;1;1;1200;800;600;1000;VACIO;1;3
D7.3.2;D;7;2;3;1;1;1200;800;600;1000;VACIO;1;3
D7.3.3;D;7;3;3;1;1;1200;800;600;1000;VACIO;1;3
D7.3.4;D;7;4;3;1;1;1200;800;600;1000;VACIO;1;3
D8.1.0;D;8;0;1;1;1;1200;800;1000;10000;VACIO;1;5
D8.1.1;D;8;1;1;1;1;1200;800;600;1000;VACIO;1;3
D8.1.2;D;8;2;1;1;1;1200;800;600;1000;VACIO;1;3
D8.1.3;D;8;3;1;1;1;1200;800;600;1000;VACIO;1;3
D8.1.4;D;8;4;1;1;1;1200;800;600;1000;VACIO;1;3
D8.2.0;D;8;0;2;1;1;1200;800;1000;10000;VACIO;1;5
D8.2.1;D;8;1;2;1;1;1200;800;600;1000;VACIO;1;3
D8.2.2;D;8;2;2;1;1;1200;800;600;1000;VACIO;1;3
D8.2.3;D;8;3;2;1;1;1200;800;600;1000;VACIO;1;3
D8.2.4;D;8;4;2;1;1;1200;800;600;1000;VACIO;1;3
D8.3.0;D;8;0;3;1;1;1200;800;1000;10000;VACIO;1;5
D8.3.1;D;8;1;3;1;1;1200;800;600;1000;VACIO;1;3
D8.3.2;D;8;2;3;1;1;1200;800;600;1000;VACIO;1;3
D8.3.3;D;8;3;3;1;1;1200;800;600;1000;VACIO;1;3
D8.3.4;D;8;4;3;1;1;1200;800;600;1000;VACIO;1;3
D9.1.0;D;9;0;1;1;1;1200;800;1000;10000;VACIO;1;5
D9.1.1;D;9;1;1;1;1;1200;800;600;1000;VACIO;1;3
D9.1.2;D;9;2;1;1;1;1200;800;600;1000;VACIO;1;3
D9.1.3;D;9;3;1;1;1;1200;800;600;1000;VACIO;1;3
D9.1.4;D;9;4;1;1;1;1200;800;600;1000;VACIO;1;3
D9.2.0;D;9;0;2;1;1;1200;800;1000;10000;VACIO;1;5
D9.2.1;D;9;1;2;1;1;1200;800;600;1000;VACIO;1;3
D9.2.2;D;9;2;2;1;1;1200;800;600;1000;VACIO;1;3
D9.2.3;D;9;3;2;1;1;1200;800;600;1000;VACIO;1;3
D9.2.4;D;9;4;2;1;1;1200;800;600;1000;VACIO;1;3
D9.3.0;D;9;0;3;1;1;1200;800;1000;10000;VACIO;1;5
D9.3.1;D;9;1;3;1;1;1200;800;600;1000;VACIO;1;3
D9.3.2;D;9;2;3;1;1;1200;800;600;1000;VACIO;1;3
D9.3.3;D;9;3;3;1;1;1200;800;600;1000;VACIO;1;3
D9.3.4;D;9;4;3;1;1;1200;800;600;1000;VACIO;1;3
D10.1.0;D;10;0;1;1;1;1200;800;1000;10000;VACIO;1;5
D10.1.1;D;10;1;1;1;1;1200;800;600;1000;VACIO;1;3
D10.1.2;D;10;2;1;1;1;1200;800;600;1000;VACIO;1;3
D10.1.3;D;10;3;1;1;1;1200;800;600;1000;VACIO;1;3
D10.1.4;D;10;4;1;1;1;1200;800;600;1000;VACIO;1;3
D10.2.0;D;10;0;2;1;1;1200;800;1000;10000;VACIO;1;5
D10.2.1;D;10;1;2;1;1;1200;800;600;1000;VACIO;1;3
D10.2.2;D;10;2;2;1;1;1200;800;600;1000;VACIO;1;3
D10.2.3;D;10;3;2;1;1;1200;800;600;1000;VACIO;1;3
D10.2.4;D;10;4;2;1;1;1200;800;600;1000;VACIO;1;3
D10.3.0;D;10;0;3;1;1;1200;800;1000;10000;VACIO;1;5
D10.3.1;D;10;1;3;1;1;1200;800;600;1000;VACIO;1;3
D10.3.2;D;10;2;3;1;1;1200;800;600;1000;VACIO;1;3
D10.3.3;D;10;3;3;1;1;1200;800;600;1000;VACIO;1;3
D10.3.4;D;10;4;3;1;1;1200;800;600;1000;VACIO;1;3
D11.1.0;D;11;0;1;1;1;1200;800;1000;10000;VACIO;1;5
D11.1.1;D;11;1;1;1;1;1200;800;600;1000;VACIO;1;3
D11.1.2;D;11;2;1;1;1;1200;800;600;1000;VACIO;1;3
D11.1.3;D;11;3;1;1;1;1200;800;600;1000;VACIO;1;3
D11.1.4;D;11;4;1;1;1;1200;800;600;1000;VACIO;1;3
D11.2.0;D;11;0;2;1;1;1200;800;1000;10000;VACIO;1;5
D11.2.1;D;11;1;2;1;1;1200;800;600;1000;VACIO;1;3
D11.2.2;D;11;2;2;1;1;1200;800;600;1000;VACIO;1;3
D11.2.3;D;11;3;2;1;1;1200;800;600;1000;VACIO;1;3
D11.2.4;D;11;4;2;1;1;1200;800;600;1000;VACIO;1;3
D11.3.0;D;11;0;3;1;1;1200;800;1000;10000;VACIO;1;5
D11.3.1;D;11;1;3;1;1;1200;800;600;1000;VACIO;1;3
D11.3.2;D;11;2;3;1;1;1200;800;600;1000;VACIO;1;3
D11.3.3;D;11;3;3;1;1;1200;800;600;1000;VACIO;1;3
D11.3.4;D;11;4;3;1;1;1200;800;600;1000;VACIO;1;3
D12.1.0;D;12;0;1;1;1;1200;800;1000;10000;VACIO;1;5
D12.1.1;D;12;1;1;1;1;1200;800;600;1000;VACIO;1;3
D12.1.2;D;12;2;1;1;1;1200;800;600;1000;VACIO;1;3
D12.1.3;D;12;3;1;1;1;1200;800;600;1000;VACIO;1;3
D12.1.4;D;12;4;1;1;1;1200;800;600;1000;VACIO;1;3
D12.2.0;D;12;0;2;1;1;1200;800;1000;10000;VACIO;1;5
D12.2.1;D;12;1;2;1;1;1200;800;600;1000;VACIO;1;3
D12.2.2;D;12;2;2;1;1;1200;800;600;1000;VACIO;1;3
D12.2.3;D;12;3;2;1;1;1200;800;600;1000;VACIO;1;3
D12.2.4;D;12;4;2;1;1;1200;800;600;1000;VACIO;1;3
D12.3.0;D;12;0;3;1;1;1200;800;1000;10000;VACIO;1;5
D12.3.1;D;12;1;3;1;1;1200;800;600;1000;VACIO;1;3
