Part Nr;Mat Description;New Sales Price;NOTAS;NUEVOS CP357;;NUEVOS CP361;;NUEVOS CP365;;ANULADOS CP365;;NUEVOS CP369;;ANULADOS CP369;;NUEVOS CP373;;ANULADOS CP373
S0PFX1973413;O-B Bracket H BG850 TG190 1;69,58;;;;;;;;;;;;;;;;
S0PFX1971343;O-B Bracket H BG850 TG160 1;68,67;;;;;;;;;;;;;;;;
S0PFX1973429;O-B Bracket H BG600 TG190 1;67,77;;;;;;;;;;;;;;;;
S0PFX1971304;O-B Bracket L BG1400 TG160 4;88,28;;;;;;;;;;;;;;;;
S0PFX1973433;O-B Bracket H BG600 TG160 1;66,85;;;;;;;;;;;;;;;;
S0PFX1973407;O-B Bracket H BG1400 TG190 2;80,22;;;;;;;;;;;;;;;;
S0PFX1973408;O-B Bracket H BG1400 TG190 3;81,54;;;;;;;;;;;;;;;;
S0PFX1973409;O-B Bracket H BG1400 TG190 4;85,64;;;;;;;;;;;;;;;;
S0PFX1973696;O-B Bracket H BG1400 TG190 5;87,63;;;;;;;;;;;;;;;;
S0PFX1971327;O-B Bracket H BG1400 TG160 2;79,32;;;;;;;;;;;;;;;;
S0PFX1971328;O-B Bracket H BG1400 TG160 3;81,12;;;;;;;;;;;;;;;;
S0PFX1971329;O-B Bracket H BG1400 TG160 4;85,23;;;;;;;;;;;;;;;;
S0PFX1973697;O-B Bracket H BG1400 TG160 5;87,22;;;;;;;;;;;;;;;;
S0PFX1972076;O-B Bracket H BG1002 TG190 2;72,26;;;;;;;;;;;;;;;;
S0PFX1972077;O-B Bracket H BG1002 TG190 3;73,57;;;;;;;;;;;;;;;;
S0PFX1972078;O-B Bracket H BG1002 TG190 4;77,68;;;;;;;;;;;;;;;;
S0PFX1973698;O-B Bracket H BG1002 TG190 5;79,66;;;;;;;;;;;;;;;;
S0PFX1971336;O-B Bracket H BG1002 TG160 2;71,34;;;;;;;;;;;;;;;;
S0PFX1971337;O-B Bracket H BG1002 TG160 3;73,17;;;;;;;;;;;;;;;;
S0PFX1971338;O-B Bracket H BG1002 TG160 4;77,26;;;;;;;;;;;;;;;;
S0PFX1973699;O-B Bracket H BG1002 TG160 5;79,26;;;;;;;;;;;;;;;;
S0PFX1973414;O-B Bracket H BG850 TG190 2;70,52;;;;;;;;;;;;;;;;
S0PFX1973415;O-B Bracket H BG850 TG190 3;71,82;;;;;;;;;;;;;;;;
S0PFX1973416;O-B Bracket H BG850 TG190 4;75,92;;;;;;;;;;;;;;;;
S0PFX1973700;O-B Bracket H BG850 TG190 5;77,93;;;;;;;;;;;;;;;;
S0PFX1971345;O-B Bracket H BG850 TG160 3;71,41;;;;;;;;;;;;;;;;
S0PFX1971346;O-B Bracket H BG850 TG160 4;75,52;;;;;;;;;;;;;;;;
S0PFX1973701;O-B Bracket H BG850 TG160 5;77,50;;;;;;;;;;;;;;;;
S0PFX1973430;O-B Bracket H BG600 TG190 2;68,71;;;;;;;;;;;;;;;;
S0PFX1973431;O-B Bracket H BG600 TG190 3;70,01;;;;;;;;;;;;;;;;
S0PFX1973432;O-B Bracket H BG600 TG190 4;71,57;;;;;;;;;;;;;;;;
S0PFX1973703;O-B Bracket H BG600 TG190 5;73,54;;;;;;;;;;;;;;;;
S0PFX1973434;O-B Bracket H BG600 TG160 2;65,56;;;;;;;;;;;;;;;;
S0PFX1971344;O-B Bracket H BG850 TG160 2;67,29;;;;;;;;;;;;;;;;
S0PFX1973435;O-B Bracket H BG600 TG160 3;67,32;;;;;;;;;;;;;;;;
S0PFX1973436;O-B Bracket H BG600 TG160 4;71,18;;;;;;;;;;;;;;;;
S0PFX1973704;O-B Bracket H BG600 TG160 5;73,16;;;;;;;;;;;;;;;;
S0PFX1973163;O-C Bracket L BG1400 TG190 1;91,63;;;;;;;;;;;;;;;;
S0PFX1973167;O-C Bracket L BG1400 TG160 1;91,16;;;;;;;;;;;;;;;;
S0PFX1973171;O-C Bracket L BG1002 TG190 1;57,47;;;;;;;;;;;;;;;;
S0PFX1973175;O-C Bracket L BG1002 TG160 1;56,99;;;;;;;;;;;;;;;;
S0PFX1973179;O-C Bracket L BG850 TG190 1;51,75;;;;;;;;;;;;;;;;
S0PFX1973183;O-C Bracket L BG850 TG160 1;51,29;;;;;;;;;;;;;;;;
S0PFX1973187;O-C Bracket L BG600 TG190 1;46,87;;;;;;;;;;;;;;;;
S0PFX1973191;O-C Bracket L BG600 TG160 1;46,41;;;;;;;;;;;;;;;;
S0PFX1973160;O-C Bracket L BG1400 TG190 4;110,81;;;;;;;;;;;;;;;;
S0PFX1973161;O-C Bracket L BG1400 TG190 3;106,06;;;;;;;;;;;;;;;;
S0PFX1973162;O-C Bracket L BG1400 TG190 2;100,80;;;;;;;;;;;;;;;;
S0PFX1973164;O-C Bracket L BG1400 TG160 4;110,14;;;;;;;;;;;;;;;;
S0PFX1973165;O-C Bracket L BG1400 TG160 3;105,38;;;;;;;;;;;;;;;;
S0PFX1973166;O-C Bracket L BG1400 TG160 2;100,34;;;;;;;;;;;;;;;;
S0PFX1973168;O-C Bracket L BG1002 TG190 4;76,65;;;;;;;;;;;;;;;;
S0PFX1973169;O-C Bracket L BG1002 TG190 3;71,91;;;;;;;;;;;;;;;;
S0PFX1973170;O-C Bracket L BG1002 TG190 2;66,66;;;;;;;;;;;;;;;;
S0PFX1973172;O-C Bracket L BG1002 TG160 4;75,98;;;;;;;;;;;;;;;;
S0PFX1973173;O-C Bracket L BG1002 TG160 3;71,22;;;;;;;;;;;;;;;;
S0PFX1973174;O-C Bracket L BG1002 TG160 2;66,19;;;;;;;;;;;;;;;;
S0PFX1973176;O-C Bracket L BG850 TG190 4;70,95;;;;;;;;;;;;;;;;
S0PFX1973178;O-C Bracket L BG850 TG190 2;60,94;;;;;;;;;;;;;;;;
S0PFX1973177;O-C Bracket L BG850 TG190 3;66,18;;;;;;;;;;;;;;;;
S0PFX1973180;O-C Bracket L BG850 TG160 4;70,26;;;;;;;;;;;;;;;;
S0PFX1973182;O-C Bracket L BG850 TG160 2;60,47;;;;;;;;;;;;;;;;
S0PFX1973181;O-C Bracket L BG850 TG160 3;65,51;;;;;;;;;;;;;;;;
S0PFX1973184;O-C Bracket L BG600 TG190 4;66,06;;;;;;;;;;;;;;;;
S0PFX1973186;O-C Bracket L BG600 TG190 2;56,06;;;;;;;;;;;;;;;;
S0PFX1973185;O-C Bracket L BG600 TG190 3;61,30;;;;;;;;;;;;;;;;
S0PFX1973188;O-C Bracket L BG600 TG160 4;65,39;;;;;;;;;;;;;;;;
S0PFX1973189;O-C Bracket L BG600 TG160 3;60,63;;;;;;;;;;;;;;;;
S0PFX1973190;O-C Bracket L BG600 TG160 2;55,59;;;;;;;;;;;;;;;;
S0PFX1973192;O-C Bracket H BG1400 TG190 4;118,50;;;;;;;;;;;;;;;;
S0PFX1973193;O-C Bracket H BG1400 TG190 3;115,07;;;;;;;;;;;;;;;;
S0PFX1973194;O-C Bracket H BG1400 TG190 2;107,46;;;;;;;;;;;;;;;;
S0PFX1973195;O-C Bracket H BG1400 TG190 1;103,71;;;;;;;;;;;;;;;;
S0PFX1973196;O-C Bracket H BG1400 TG160 4;117,84;;;;;;;;;;;;;;;;
S0PFX1973197;O-C Bracket H BG1400 TG160 3;114,41;;;;;;;;;;;;;;;;
S0PFX1973198;O-C Bracket H BG1400 TG160 2;107,00;;;;;;;;;;;;;;;;
S0PFX1973199;O-C Bracket H BG1400 TG160 1;103,24;;;;;;;;;;;;;;;;
S0PFX1973200;O-C Bracket H BG1002 TG190 4;84,34;;;;;;;;;;;;;;;;
S0PFX1973201;O-C Bracket H BG1002 TG190 3;80,90;;;;;;;;;;;;;;;;
S0PFX1973202;O-C Bracket H BG1002 TG190 2;73,30;;;;;;;;;;;;;;;;
S0PFX1973203;O-C Bracket H BG1002 TG190 1;69,56;;;;;;;;;;;;;;;;
S0PFX1973204;O-C Bracket H BG1002 TG160 4;83,68;;;;;;;;;;;;;;;;
S0PFX1973205;O-C Bracket H BG1002 TG160 3;80,24;;;;;;;;;;;;;;;;
S0PFX1973206;O-C Bracket H BG1002 TG160 2;72,84;;;;;;;;;;;;;;;;
S0PFX1973207;O-C Bracket H BG1002 TG160 1;69,10;;;;;;;;;;;;;;;;
S0PFX1973208;O-C Bracket H BG850 TG190 4;78,64;;;;;;;;;;;;;;;;
S0PFX1973209;O-C Bracket H BG850 TG190 3;75,19;;;;;;;;;;;;;;;;
S0PFX1973210;O-C Bracket H BG850 TG190 2;67,59;;;;;;;;;;;;;;;;
S0PFX1973211;O-C Bracket H BG850 TG190 1;63,85;;;;;;;;;;;;;;;;
S0PFX1973212;O-C Bracket H BG850 TG160 4;77,95;;;;;;;;;;;;;;;;
S0PFX1973213;O-C Bracket H BG850 TG160 3;74,52;;;;;;;;;;;;;;;;
S0PFX1973214;O-C Bracket H BG850 TG160 2;67,12;;;;;;;;;;;;;;;;
S0PFX1973215;O-C Bracket H BG850 TG160 1;63,36;;;;;;;;;;;;;;;;
S0PFX1973216;O-C Bracket H BG600 TG190 4;73,75;;;;;;;;;;;;;;;;
S0PFX1973217;O-C Bracket H BG600 TG190 3;70,30;;;;;;;;;;;;;;;;
S0PFX1973218;O-C Bracket H BG600 TG190 2;62,72;;;;;;;;;;;;;;;;
S0PFX1973219;O-C Bracket H BG600 TG190 1;58,96;;;;;;;;;;;;;;;;
S0PFX1973220;O-C Bracket H BG600 TG160 4;73,09;;;;;;;;;;;;;;;;
S0PFX1973221;O-C Bracket H BG600 TG160 3;69,64;;;;;;;;;;;;;;;;
S0PFX1973222;O-C Bracket H BG600 TG160 2;62,25;;;;;;;;;;;;;;;;
S0PFX1973223;O-C Bracket H BG600 TG160 1;58,51;;;;;;;;;;;;;;;;
S0PFX1979578;O-C2 Bracket H BG1002 TG160 1;110,96;;;;;;;;;;;;;;;;
S0PFX1979586;O-C2 Bracket H BG1002 TG160 2 ;118,80;;;;;;;;;;;;;;;;
S0PFX1979589;O-C2 Bracket H BG1002 TG160 3;131,85;;;;;;;;;;;;;;;;
S0PFX1979592;O-C2 Bracket H BG1002 TG190 1;113,38;;;;;;;;;;;;;;;;
S0PFX1979595;O-C2 Bracket H BG1002 TG190 2;121,29;;;;;;;;;;;;;;;;
S0PFX1979596;O-C2 Bracket H BG1002 TG190 3;131,88;;;;;;;;;;;;;;;;
S0PFX1979599;O-C2 Bracket H BG850 TG160 1 ;108,36;;;;;;;;;;;;;;;;
S0PFX1979603;O-C2 Bracket H BG850 TG160 2 ;116,21;;;;;;;;;;;;;;;;
S0PFX1979604;O-C2 Bracket H BG850 TG160 3;129,23;;;;;;;;;;;;;;;;
S0PFX1979606;O-C2 Bracket H BG850 TG190 1;110,76;;;;;;;;;;;;;;;;
S0PFX1979608;O-C2 Bracket H BG850 TG190 2;118,69;;;;;;;;;;;;;;;;
S0PFX1979609;O-C2 Bracket H BG850 TG190 3;129,28;;;;;;;;;;;;;;;;
S0PFX1979611;O-C2 Bracket H BG600 TG160 1;105,38;;;;;;;;;;;;;;;;
S0PFX1979615;O-C2 Bracket H BG600 TG160 2 ;113,23;;;;;;;;;;;;;;;;
S0PFX1979616;O-C2 Bracket H BG600 TG160 3;126,27;;;;;;;;;;;;;;;;
S0PFX1979618;O-C2 Bracket H BG600 TG190 1;107,80;;;;;;;;;;;;;;;;
S0PFX1979620;O-C2 Bracket H BG600 TG190 2;115,71;;;;;;;;;;;;;;;;
S0PFX1979621;O-C2 Bracket H BG600 TG190 3;126,32;;;;;;;;;;;;;;;;
S0PFX1973010;O-D Bracket H BG1400 TG160 1;138,86;;;;;;;;;;;;;;;;
S0PFX1973011;O-D Bracket H BG1400 TG160 2;145,81;;;;;;;;;;;;;;;;
S0PFX1973012;O-D Bracket H BG1400 TG160 3;150,54;;;;;;;;;;;;;;;;
S0PFX1973520;O-D Bracket H BG1400 TG190 1;138,99;;;;;;;;;;;;;;;;
S0PFX1973521;O-D Bracket H BG1400 TG190 2;143,64;;;;;;;;;;;;;;;;
S0PFX1973522;O-D Bracket H BG1400 TG190 3;150,56;;;;;;;;;;;;;;;;
S0PFX1973014;O-D Bracket H BG1002 TG160 1;98,38;;;;;;;;;;;;;;;;
S0PFX1973015;O-D Bracket H BG1002 TG160 2;105,35;;;;;;;;;;;;;;;;
S0PFX1973017;O-D Bracket H BG1002 TG160 3;110,07;;;;;;;;;;;;;;;;
S0PFX1973507;O-D Bracket H BG1002 TG190 1;98,52;;;;;;;;;;;;;;;;
S0PFX1973508;O-D Bracket H BG1002 TG190 2;103,19;;;;;;;;;;;;;;;;
S0PFX1973509;O-D Bracket H BG1002 TG190 3;110,09;;;;;;;;;;;;;;;;
S0PFX1973527;O-D Bracket H BG850 TG190 1;94,77;;;;;;;;;;;;;;;;
S0PFX1973528;O-D Bracket H BG850 TG190 2;99,42;;;;;;;;;;;;;;;;
S0PFX1973030;O-D Bracket H BG850 TG160 3;106,34;;;;;;;;;;;;;;;;
S0PFX1973027;O-D Bracket H BG850 TG160 1;94,64;;;;;;;;;;;;;;;;
S0PFX1973028;O-D Bracket H BG850 TG160 2;101,59;;;;;;;;;;;;;;;;
S0PFX1973529;O-D Bracket H BG850 TG190 3;106,36;;;;;;;;;;;;;;;;
S0PFX1979628;O-D2 Bracket H BG1002 TG160 1;127,13;;;;;;;;;;;;;;;;
S0PFX1979636;O-D2 Bracket H BG1002 TG160 2;137,39;;;;;;;;;;;;;;;;
S0PFX1979641;O-D2 Bracket H BG1002 TG160 3;158,36;;;;;;;;;;;;;;;;
S0PFX1979646;O-D2 Bracket H BG1002 TG190 1;127,18;;;;;;;;;;;;;;;;
S0PFX1979649;O-D2 Bracket H BG1002 TG190 2;137,08;;;;;;;;;;;;;;;;
S0PFX1979652;O-D2 Bracket H BG1002 TG190 3;158,40;;;;;;;;;;;;;;;;
S0PFX1979655;O-D2 Bracket H BG850 TG160 1;122,24;;;;;;;;;;;;;;;;
S0PFX1979659;O-D2 Bracket H BG850 TG160 2;132,50;;;;;;;;;;;;;;;;
S0PFX1979661;O-D2 Bracket H BG850 TG160 3;153,48;;;;;;;;;;;;;;;;
S0PFX1979663;O-D2 Bracket H BG850 TG190 1;122,29;;;;;;;;;;;;;;;;
S0PFX1979665;O-D2 Bracket H BG850 TG190 2;132,20;;;;;;;;;;;;;;;;
S0PFX1979667;O-D2 Bracket H BG850 TG190 3;153,52;;;;;;;;;;;;;;;;
S0PFX1979669;O-D2 Bracket H BG600 TG160 1;116,29;;;;;;;;;;;;;;;;
S0PFX1979673;O-D2 Bracket H BG600 TG160 2;126,54;;;;;;;;;;;;;;;;
S0PFX1979675;O-D2 Bracket H BG600 TG160 3;147,53;;;;;;;;;;;;;;;;
S0PFX1979677;O-D2 Bracket H BG600 TG190 1;116,33;;;;;;;;;;;;;;;;
S0PFX1979679;O-D2 Bracket H BG600 TG190 2;126,25;;;;;;;;;;;;;;;;
S0PFX1979681;O-D2 Bracket H BG600 TG190 3;147,58;;;;;;;;;;;;;;;;
S0PFX1979913;O-D3 Bracket H BG1002 TG160 1;123,62;;;;;;;;;;;;;;;;
S0PFX1979691;O-D3 Bracket H BG1002 TG160 2;137,80;;;;;;;;;;;;;;;;
S0PFX1979694;O-D3 Bracket H BG1002 TG160 3;151,06;;;;;;;;;;;;;;;;
S0PFX1979702;O-D3 Bracket H BG1002 TG190 2;137,83;;;;;;;;;;;;;;;;
S0PFX1979705;O-D3 Bracket H BG1002 TG190 3;151,08;;;;;;;;;;;;;;;;
S0PFX1979706;O-D3 Bracket H BG850 TG160 1;118,25;;;;;;;;;;;;;;;;
S0PFX1979699;O-D3 Bracket H BG1002 TG190 1;123,65;;;;;;;;;;;;;;;;
S0PFX1979710;O-D3 Bracket H BG850 TG160 2;132,44;;;;;;;;;;;;;;;;
S0PFX1979712;O-D3 Bracket H BG850 TG160 3;145,69;;;;;;;;;;;;;;;;
S0PFX1979713;O-D3 Bracket H BG850 TG190 1;118,27;;;;;;;;;;;;;;;;
S0PFX1979715;O-D3 Bracket H BG850 TG190 2;132,46;;;;;;;;;;;;;;;;
S0PFX1979717;O-D3 Bracket H BG850 TG190 3;145,71;;;;;;;;;;;;;;;;
S0PFX1979718;O-D3 Bracket H BG600 TG160 1;111,56;;;;;;;;;;;;;;;;
S0PFX1979722;O-D3 Bracket H BG600 TG160 2;125,75;;;;;;;;;;;;;;;;
S0PFX1979724;O-D3 Bracket H BG600 TG160 3;139,01;;;;;;;;;;;;;;;;
S0PFX1979725;O-D3 Bracket H BG600 TG190 1;111,58;;;;;;;;;;;;;;;;
S0PFX1979727;O-D3 Bracket H BG600 TG190 2;125,77;;;;;;;;;;;;;;;;
S0PFX1979916;O-D3 Bracket H BG600 TG190 3;139,03;;;;;;;;;;;;;;;;
Others;;;;;;;;;;;;;;;;;;
S0PF51980074;40 mm Extension block kit (x1);36,31;;;;;;;;;;;;;;;;
S0PF51980040;40 mm Extension block kit (x1);40,41;;;;;;;;;;;;;;;;
S0PF57664109;30mm Ext.Block_Z-SE1~6/SH1~6;29,70;;;;;;;;;;;;;;;;
S0PF57664112;30mm Ext.Block_Z-SE7~11/Z-SH7~11;45,68;;;;;;;;;;;;;;;;
S0PFA7659211;Extension 50_L280 Kit;25,15;;;;;;;;;;;;;;;;
S0PFB7659211;Extension 50_L380 Kit;28,58;;;;;;;;;;;;;;;;
S0PFA7659212;Extension 100_L280 Kit;28,73;;;;;;;;;;;;;;;;
S0PFB7659212;Extension 100_L380 Kit;32,16;;;;;;;;;;;;;;;;
S0PFA7642559;Extension 200_L280 Kit;35,89;;;;;;;;;;;;;;;;
S0PFB7642559;Extension 200_L380 Kit;40,00;;;;;;;;;;;;;;;;
S0PF57664141;Extension 50mm_Z-SE1~6/Z-SH1~6;36,28;;;;;;;;;;;;;;;;
S0PF57664142;Extension 100mm_Z-SE1~6/Z-SH1~6;37,58;;;;;;;;;;;;;;;;
S0PF57664143;Extension 200mm_Z-SE1~6/Z-SH1~6;40,07;;;;;;;;;;;;;;;;
S0PF57664144;Extension 50mm_Z-SE7~11/Z-SH7~11;66,54;;;;;;;;;;;;;;;;
S0PF57664145;Extension 100mm_Z-SE7~11/Z-SH7~11;68,33;;;;;;;;;;;;;;;;
S0PF57664146;Extension 200mm_Z-SE7~11/Z-SH7~11;72,35;;;;;;;;;;;;;;;;
S0PF51979743;Reinforcement shim wall interface;1,19;;;;;;;;;;;;;;;;
S0PFX1970616;Head Lat. Protec assy_Cwrail_BGS;23,98;;;;;;;;;;;;;;;;
S0PF51974551;Connection Plate with FF3;21,95;;;;;;;;;;;;;;;;
S0PF57664379;Con. Plate (57664379);25,54;;;;;;;;;;;;;;;;
S0PF57664380;Con. Plate (57664380);25,55;;;;;;;;;;;;;;;;
S0PF57664381;Con. Plate (57664381);26,22;;;;;;;;;;;;;;;;
S0PF57664382;Con. Plate (57664382);25,55;;;;;;;;;;;;;;;;
S0PF57664383;Con. Plate (57664383);26,27;;;;;;;;;;;;;;;;
S0PF57664384;Con. Plate (57664384);26,28;;;;;;;;;;;;;;;;
S0PF57664385;Con. Plate (57664385);31,19;;;;;;;;;;;;;;;;
S0PF57664386;Con. Plate (57664386);31,20;;;;;;;;;;;;;;;;
S0PF57664388;Con. Plate (57664388);31,19;;;;;;;;;;;;;;;;
S0PF57664390;Con. Plate (57664390);61,15;;;;;;;;;;;;;;;;
S0PF51976248;Trav. Cable Support Assy. (Omega);5,18;;;;;;;;;;;;;;;;
S0PF57675267;Wall Extension H=50 cpl.;12,18;;;;;;;;;;;;;;;;
S0PF57675268;Wall Extension H=100 cpl.;12,88;;;;;;;;;;;;;;;;
S0PF57675269;Wall Extension H=200 cpl.;16,92;;;;;;;;;;;;;;;;
S0PF00FPS001;FPS_001_T75_3B_D10_Kit screws (x8);2,20;;;;;;;;;;;;;;;;
S0PF00FPS003;FPS_003_T89_B_D13_Kit screws (x8);2,82;;;;;;;;;;;;;;;;
S0PF00FPS006;FPS_006_T89_D19A_Kit screws (x8);2,15;;;;;;;;;;;;;;;;
S0PF00FPS009;FPS_009_T127_M18_Kit screws (x8);3,69;;;;;;;;;;;;;;;;
S0PF00FPS011;FPS_011_T140_1_M28_Kit screws (x8);8,25;;;;;;;;;;;;;;;;
S0PF00FPS014;FPS_014_T89_D31A_Kit screws (x8);1,98;;;;;;;;;;;;;;;;
S0PF00FPS016;FPS_016_T89_D36A_Kit screws (x8);2,63;;;;;;;;;;;;;;;;
S0PF00FPS017;FPS_017_T127_M51_Kit screws (x8);4,64;;;;;;;;;;;;;;;;
S0PF00FPS019;FPS_019_T127_U55_Kit screws (x8);3,83;;;;;;;;;;;;;;;;
S0PF00FPS020;FPS_020_T140_1_U74_Kit screws (x8);8,25;;;;;;;;;;;;;;;;
S0PF5A372157;Bag sliding clip SL5 Short  (x8);14,09;;;;;;;;;;;;;;;;
S0PF51941990;Hex hd screw M16 with nut kit (x1);1,41;;;;;;;;;;;;;;;;
S0PF50807598;CMG MECH2 Nr 4 (2390x1200x800);162,92;;;;;;;;;;;;;;;;
S0PF50807599;CMG MECH2 Nr 5 (2390x1200x1000) ;166,45;;;;;;;;;;;;;;;;
S0PF50807805;CMG MECH 1 type2 1820x1118;79,56;;;;;;;;;;;;;;;;
Pit set;;;;;;;;;;;;;;;;;;
S0PFX7646900;Lateral bracket cpl.                    ;4,10;;;;;;;;;;;;;;;;
S0PFX7646902;Right Upper screen_C-Chain_BG_Safety_CWTRail;11,74;;;;;;;;;;;;;;;;
S0PFX7646976;CWT screen beam cpl_BG_Safety_CarRail;10,99;;;;;;;;;;;;;;;;
S0PFX7646977;Left upper screen_C-Chain_BG_Safety_CWTRail;11,76;;;;;;;;;;;;;;;;
S0PFX7646978;Short lateral bracket cpl.              ;4,52;;;;;;;;;;;;;;;;
S0PFX7646980;Short Lateral bracket cpl.              ;3,32;;;;;;;;;;;;;;;;
S0PFX7646982;Llateral bracket cpl.                   ;5,40;;;;;;;;;;;;;;;;
S0PFX7646988;Short Beam cpl.                         ;5,89;;;;;;;;;;;;;;;;
S0PFX7659100;Rail Support Set Assy Left              ;14,80;;;;;;;;;;;;;;;;
S0PFX7659104;Rail Support Set Assy Right             ;14,80;;;;;;;;;;;;;;;;
S0PFX7659107;Car Rail Base                           ;29,13;;;;;;;;;;;;;;;;
S0PFX7659111;Rail Support Set Ass                    ;15,38;;;;;;;;;;;;;;;;
S0PFX7659118;BKS Fixation                            ;8,50;;;;;;;;;;;;;;;;
S0PFX7659119;BGS Fixation                            ;4,53;;;;;;;;;;;;;;;;
S0PFX7659262;CWT Double Plinth(HSS2=35)              ;76,01;;;;;;;;;;;;;;;;
S0PFX7659271;CWT Adjustable Buffer Plinth            ;78,90;;;;;;;;;;;;;;;;
S0PFX7659276;CWT Adjustable Double Buffer Plinth     ;134,34;;;;;;;;;;;;;;;;
S0PFX7659282;CWT Buffer Plinth                       ;114,82;;;;;;;;;;;;;;;;
S0PFX7659288;Car Buffer Plinth                       ;64,12;;;;;;;;;;;;;;;;
S0PFX7659290;Car Buffer Plinth                       ;129,60;;;;;;;;;;;;;;;;
S0PFX7659380;Buffer Support Reinforcement            ;98,77;;;;;;;;;;;;;;;;
S0PFX7659381;Buffer Protection                       ;23,24;;;;;;;;;;;;;;;;
S0PFX7659437;CWT Rail Base                           ;14,44;;;;;;;;;;;;;;;;
S0PFX7659474;Upper Middle Beam cpl.;5,99;;;;;;;;;;;;;;;;
S0PFX7659475;Upper Short lateral bracket cpl.;13,12;;;;;;;;;;;;;;;;
S0PFX7660943;CAR Rail Support Non Seismic Assy       ;14,40;;;;;;;;;;;;;;;;
S0PFX7660944;CAR Rail Support Seismic Assy           ;16,59;;;;;;;;;;;;;;;;
S0PFX7660992;CWT Rail Support Seismic Assy           ;8,51;;;;;;;;;;;;;;;;
S0PFX7660993;CWT Rail Support Non Seismic Assy       ;8,51;;;;;;;;;;;;;;;;
S0PFX7661197;Docking Device for CWT;31,51;;;;;;;;;;;;;;;;
S0PFX7667631;CWT Rail Base Undrilling Left;37,34;;;;;;;;;;;;;;;;
S0PFX7667634;CWT Rail Base Undrilling Right;37,34;;;;;;;;;;;;;;;;
S0PFX7667637;Car Rail Base Undrilling;29,26;;;;;;;;;;;;;;;;
S0PFX7667904;Buffer Plinth (HSS2=68);57,80;;;;;;;;;;;;;;;;
S0PFX7667908;CWT Double Plinth(HSS2=68);72,35;;;;;;;;;;;;;;;;
S0PFX7675189;Side panel_C-Chain;6,51;;;;;;;;;;;;;;;;
S0PFX7675277;Stop Button Bracket Cpl. - SG Side;8,93;;;;;;;;;;;;;;;;
S0PFX7680955;Stop Button Bracket Cpl. - INT;16,03;;;;;;;;;;;;;;;;
S0PFXX646972;Right lower screen_C-Chain_BG_Safety_CWTRail;22,17;;;;;;;;;;;;;;;;
S0PFXX646974;Left lower screen_C-Chain_BG_Safety_CWTRail;22,11;;;;;;;;;;;;;;;;
S0PFXX646986;Middle Beam cpl.                        ;4,98;;;;;;;;;;;;;;;;
S0PFX7659260;Buffer Plinth(HSS2=35)                  ;41,39;;;;;;;;;;;;;;;;
S0PFA7659266;AC PS Buffer Plinth;24,34;;;;;;;;;;;;;;;;
S0PFB7659266;AC PS Buffer Plinth;29,90;;;;;;;;;;;;;;;;
S0PFC7659266;AC PS Buffer Plinth;39,63;;;;;;;;;;;;;;;;
S0PFD7659266;AC PS Buffer Plinth;49,39;;;;;;;;;;;;;;;;
S0PFA7659287;Buffer Plinth for Concrete (A=145);5,17;;;;;;;;;;;;;;;;
S0PFB7659287;Buffer Plinth for Concrete (A=170);6,05;;;;;;;;;;;;;;;;
S0PFC7659287;Buffer Plinth for Concrete (A=195);7,12;;;;;;;;;;;;;;;;
S0PFA7667925;AC PS Buffer Plinth.ZPG1_A295;37,83;;;;;;;;;;;;;;;;
S0PFB7667925;AC PS Buffer Plinth.ZPG1_A335;48,46;;;;;;;;;;;;;;;;
S0PFC7667925;AC PS Buffer Plinth.ZPG2_A500;68,86;;;;;;;;;;;;;;;;
S0PFD7667925;AC PS Buffer Plinth.ZPG2_A540;80,76;;;;;;;;;;;;;;;;
S0PFX7675276;Stop Button Bracket Cpl. - SF Side;8,77;;;;;;;;;;;;;;;;
S0PF59386564;"Sticker ""Safety cube sticker laying 2x""";0,63;;;;;;;;;;;;;;;;
S0PF59386565;"Sticker ""Safety cube sticker laying 2x""";0,63;;;;;;;;;;;;;;;;
S0PF59386566;"Sticker ""Safety cube sticker laying 2x""";0,63;;;;;;;;;;;;;;;;
S0PF50807649;Sticker HGPmax=120 (0/-20)mm            ;0,14;;;;;;;;;;;;;;;;
S0PF50807760;Sticker HGPmax=250 (0/-30)mm            ;0,14;;;;;;;;;;;;;;;;
S0PF00295230;HSA M10x83 - (2204128)  (x1);0,43;;;;;;;;;;;;;;;;
S0PF00651839;HSA-SCH M12x115 -  (2096752) (x1);0,32;;;;;;;;;;;;;;;;
S0PF57629411;HSA M12x115 35/20/ - (2004156) (x1);0,32;;;;;;;;;;;;;;;;
S0PF00993422;HST3 M10X90 - (2105712) (x1);0,87;;;;;;;;;;;;;;;;
S0PF52513617;SL3 Short (T75) (x1) ;0,96;;;;;;;;;;;;;;;;
S0PF52513618;SL4 Short (T89/T127-1) (x1)  ;1,08;;;;;;;;;;;;;;;;
S0PF56014981;SL3 for Z (x1)         ;0,86;;;;;;;;;;;;;;;;
S0PF56014982;SL4 (x1) ;1,05;;;;;;;;;;;;;;;;
S0PF00834470;Oil collect container ELASTO TECH 306008;0,91;;;;;;;;;;;;;;;;
S0PF00993425;HST3 M16x145 45/25 - (2105859) (x1);1,16;;;;;;;;;;;;;;;;
S0PF00993427;HST3 M12X115/20 - (2105719) (x1);0,63;;;;;;;;;;;;;;;;
